artist,Track,duration_ms,explicit,year,popularity,key,genre
Bastille,Good Grief,206493,FALSE,2016,65,1,"pop, rock"
Sia,The Greatest (feat. Kendrick Lamar),210226,FALSE,2016,68,1,pop
PARTYNEXTDOOR,Not Nice,202661,FALSE,2016,62,0,"hip hop, pop, R&B"
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,TRUE,2016,77,6,"hip hop, pop"
Hilltop Hoods,1955,239280,FALSE,2016,63,11,"hip hop, pop"
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,FALSE,2016,62,0,pop
Daya,"Sit Still, Look Pretty",202221,FALSE,2016,1,2,"rock, pop, Dance/Electronic"
Kent Jones,Don't Mind,198236,TRUE,2016,63,8,hip hop
Flume,Say It,262521,TRUE,2016,53,3,Dance/Electronic
Bryson Tiller,Exchange,194613,TRUE,2015,76,6,"hip hop, pop, R&B"
MØ,Final Song,235826,FALSE,2016,66,1,"pop, Dance/Electronic"
Beyoncé,Sorry,232560,TRUE,2016,67,2,"pop, R&B"
Little Mix,Shout Out to My Ex,246240,FALSE,2017,1,5,pop
The Lumineers,Ophelia,160097,FALSE,2016,0,5,"pop, Folk/Acoustic"
Frank Ocean,Pink + White,184516,FALSE,2016,79,9,"hip hop, pop, R&B"
Drake,Too Good,263373,TRUE,2016,74,7,"hip hop, pop, R&B"
Ed Sheeran,Shape of You,233712,FALSE,2017,84,1,pop
Sean Paul,No Lie,221176,FALSE,2018,84,7,"hip hop, pop"
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,FALSE,2017,0,2,"pop, latin"
Sam Smith,Too Good At Goodbyes,201000,FALSE,2017,79,5,pop
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,FALSE,2016,75,9,"pop, Dance/Electronic"
Camila Cabello,Havana (feat. Young Thug),216896,FALSE,2017,1,7,pop
Imagine Dragons,Thunder,187146,FALSE,2017,1,0,rock
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,FALSE,2018,68,7,pop
The Chainsmokers,Something Just Like This,247160,FALSE,2017,83,11,"pop, Dance/Electronic"
Ed Sheeran,Perfect,263400,FALSE,2017,85,8,pop
MGMT,Little Dark Age,299960,FALSE,2018,81,6,rock
Travis Scott,goosebumps,243836,TRUE,2016,83,7,"hip hop, Dance/Electronic"
Billie Eilish,Bored,180933,FALSE,2017,84,7,"pop, Dance/Electronic"
Future,Mask Off,204600,TRUE,2017,79,2,"hip hop, pop"
G-Eazy,Him & I,268866,TRUE,2017,0,2,"hip hop, pop"
Maroon 5,Cold (feat. Future),234308,TRUE,2017,0,9,pop
Rae Sremmurd,Swang,208120,TRUE,2016,75,8,"hip hop, pop"
Lil Peep,Save That Shit,231546,TRUE,2017,77,2,hip hop
A$AP Ferg,Plain Jane,173600,TRUE,2017,74,11,"hip hop, pop"
French Montana,Unforgettable,233901,TRUE,2017,82,6,"hip hop, pop"
21 Savage,Bank Account,220306,TRUE,2017,74,8,hip hop
Axwell /\ Ingrosso,More Than You Know,203000,FALSE,2017,0,5,"pop, Dance/Electronic"
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,FALSE,2017,77,11,"pop, Dance/Electronic"
J Balvin,Mi Gente,189029,FALSE,2017,53,11,latin
Jax Jones,You Don't Know Me - Radio Edit,213946,TRUE,2016,1,11,"hip hop, pop, Dance/Electronic"
Rae Sremmurd,Black Beatles,291893,TRUE,2016,75,0,"hip hop, pop"
Zara Larsson,Ain't My Fault,224030,FALSE,2017,67,6,"pop, Dance/Electronic"
Travis Scott,BUTTERFLY EFFECT,190677,FALSE,2017,0,11,"hip hop, Dance/Electronic"
Ayo & Teo,Rolex,238586,FALSE,2017,69,1,"hip hop, pop"
Lil Uzi Vert,XO Tour Llif3,182706,TRUE,2017,81,11,hip hop
Imagine Dragons,Whatever It Takes,201240,FALSE,2017,80,10,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,TRUE,2016,76,6,hip hop
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,TRUE,2017,75,1,"hip hop, pop"
G-Eazy,No Limit,245386,TRUE,2017,0,1,"hip hop, pop"
Playboi Carti,Magnolia,181812,TRUE,2017,77,11,hip hop
Chord Overstreet,Hold On,198853,FALSE,2017,80,2,"pop, Folk/Acoustic"
Jax Jones,Breathe,207629,FALSE,2017,58,11,"hip hop, pop, Dance/Electronic"
Imagine Dragons,Believer,204346,FALSE,2017,1,10,rock
Natti Natasha,Criminal,232549,FALSE,2017,74,2,"pop, latin"
Kendrick Lamar,HUMBLE.,177000,TRUE,2017,0,1,hip hop
Selena Gomez,Fetish (feat. Gucci Mane),186112,FALSE,2017,69,2,pop
Charlie Puth,Attention,211475,FALSE,2017,0,3,pop
Big Shaq,Man's Not Hot,186026,FALSE,2017,62,0,"pop, Dance/Electronic"
Anne-Marie,Ciao Adios,200104,FALSE,2017,57,4,"pop, Dance/Electronic"
Rag'n'Bone Man,Human,200186,FALSE,2017,76,9,R&B
blackbear,do re mi,212027,TRUE,2017,4,8,"hip hop, pop, Dance/Electronic"
Lil Pump,Gucci Gang,124055,TRUE,2017,64,5,hip hop
Taylor Swift,Look What You Made Me Do,211853,FALSE,2017,76,9,pop
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,FALSE,2017,70,0,"pop, latin"
Kodak Black,Tunnel Vision,268186,TRUE,2017,51,11,hip hop
Kendrick Lamar,DNA.,185946,TRUE,2017,0,0,hip hop
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,TRUE,2017,0,5,hip hop
XXXTENTACION,Jocelyn Flores,119133,TRUE,2017,83,0,hip hop
Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,TRUE,2017,72,11,"hip hop, pop"
Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,TRUE,2017,67,1,"hip hop, pop"
Martin Garrix,Scared to Be Lonely,220883,FALSE,2017,77,1,"pop, Dance/Electronic"
Jonas Blue,Mama,181614,FALSE,2017,51,11,"pop, Dance/Electronic"
Martin Jensen,Solo Dance,174933,FALSE,2016,0,6,"pop, Dance/Electronic"
Taylor Swift,...Ready For It?,208186,FALSE,2017,73,2,pop
David Guetta,2U (feat. Justin Bieber),194896,FALSE,2017,67,8,"hip hop, pop, Dance/Electronic"
Migos,Slippery (feat. Gucci Mane),304041,TRUE,2017,68,1,"hip hop, pop"
Shawn Mendes,There's Nothing Holdin' Me Back,199440,FALSE,2017,0,2,pop
G-Eazy,Good Life (with G-Eazy & Kehlani),225520,FALSE,2017,63,1,"hip hop, pop"
The Vamps,All Night,197640,FALSE,2017,73,8,pop
Dua Lipa,New Rules,212000,FALSE,2017,61,9,pop
Cardi B,Bodak Yellow,223962,TRUE,2017,59,11,"hip hop, pop"
Rag'n'Bone Man,Skin,239626,FALSE,2017,67,0,R&B
Zara Larsson,I Would Like,226720,FALSE,2017,57,2,"pop, Dance/Electronic"
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),204173,TRUE,2017,72,0,"hip hop, pop"
Post Malone,Congratulations,220293,TRUE,2016,81,6,hip hop
Avicii,Without You (feat. Sandro Cavazza),181672,TRUE,2017,77,2,"pop, Dance/Electronic"
Clean Bandit,Symphony (feat. Zara Larsson),214866,FALSE,2017,0,0,"pop, Dance/Electronic"
Katy Perry,Chained To The Rhythm,237733,FALSE,2017,69,0,pop
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),144244,FALSE,2016,57,1,set()
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413,TRUE,2017,79,11,"hip hop, pop, Dance/Electronic"
Migos,T-Shirt,242407,TRUE,2017,64,10,"hip hop, pop"
OneRepublic,Rich Love (with Seeb),201256,FALSE,2017,64,1,pop
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,193613,TRUE,2017,61,7,"rock, pop"
Macklemore,Glorious (feat. Skylar Grey),220454,TRUE,2017,74,0,"hip hop, pop"
Hayden James,NUMB,217296,TRUE,2019,47,10,"pop, Dance/Electronic"
Liam Payne,Strip That Down,204502,FALSE,2017,1,6,pop
Drake,Passionfruit,298940,TRUE,2017,0,11,"hip hop, pop, R&B"
Justin Bieber,Friends (with BloodPop®),189466,FALSE,2017,0,8,pop
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,FALSE,2016,0,0,"pop, Dance/Electronic"
Alessia Cara,Scars To Your Beautiful,230226,FALSE,2016,76,0,"pop, R&B"
2 Chainz,It's A Vibe,210200,TRUE,2017,71,7,"hip hop, pop"
Starley,Call on Me - Ryan Riback Remix,222040,FALSE,2016,48,0,"pop, Dance/Electronic"
AJR,Weak,201160,FALSE,2017,0,5,rock
Lana Del Rey,Lust for Life (with The Weeknd),264011,FALSE,2017,0,0,pop
CNCO,Reggaetón Lento (Remix),188786,FALSE,2017,0,4,"pop, latin"
The Vamps,Middle Of The Night,174600,FALSE,2017,61,11,pop
The Weeknd,I Feel It Coming,269186,FALSE,2016,78,0,"pop, R&B"
The Chainsmokers,Paris,221506,FALSE,2017,73,2,"pop, Dance/Electronic"
Big Sean,Bounce Back,222360,TRUE,2017,71,1,"hip hop, pop"
Shawn Mendes,Mercy,208733,FALSE,2017,0,4,pop
Avicii,Lonely Together (feat. Rita Ora),181812,FALSE,2017,53,5,"pop, Dance/Electronic"
Cheat Codes,No Promises (feat. Demi Lovato),223503,FALSE,2017,68,10,"pop, Dance/Electronic"
Bruno Mars,24K Magic,225983,FALSE,2016,78,1,pop
Lorde,Homemade Dynamite - REMIX,214254,TRUE,2017,8,0,"pop, Dance/Electronic"
Kygo,It Ain't Me (with Selena Gomez),220780,FALSE,2017,75,0,"pop, Dance/Electronic"
Drake,God's Plan,198973,TRUE,2018,81,7,"hip hop, pop, R&B"
Post Malone,rockstar (feat. 21 Savage),218146,TRUE,2018,83,5,hip hop
Offset,Ric Flair Drip (with Metro Boomin),172800,TRUE,2017,80,9,"hip hop, pop"
G-Eazy,Him & I (with Halsey),268866,TRUE,2017,75,2,"hip hop, pop"
Dynoro,In My Mind,184560,FALSE,2018,78,6,"pop, Dance/Electronic"
Juice WRLD,Lucid Dreams,239835,TRUE,2018,84,6,hip hop
Zedd,The Middle,184732,FALSE,2018,80,7,"hip hop, pop, Dance/Electronic"
Marshmello,FRIENDS,202620,TRUE,2018,78,9,"pop, Dance/Electronic"
Cardi B,I Like It,253390,TRUE,2018,79,5,"hip hop, pop"
XXXTENTACION,Moonlight,135090,TRUE,2018,82,9,hip hop
Ariana Grande,no tears left to cry,205920,FALSE,2018,77,9,pop
Sheck Wes,Mo Bamba,183906,TRUE,2018,77,4,hip hop
Calvin Harris,One Kiss (with Dua Lipa),214846,FALSE,2018,81,9,"hip hop, pop, Dance/Electronic"
Tyga,Taste (feat. Offset),232959,TRUE,2018,73,0,"hip hop, pop"
Travis Scott,SICKO MODE,312820,TRUE,2018,81,8,"hip hop, Dance/Electronic"
Imagine Dragons,Natural,189466,FALSE,2018,80,2,rock
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,TRUE,2018,76,8,"hip hop, pop, Dance/Electronic"
Marshmello,Spotlight,177600,FALSE,2018,71,7,"pop, Dance/Electronic"
The Weeknd,Pray For Me (with Kendrick Lamar),211440,TRUE,2018,69,2,"pop, R&B"
Billie Eilish,lovely (with Khalid),200185,FALSE,2018,86,4,"pop, Dance/Electronic"
Migos,Walk It Talk It,276147,TRUE,2018,75,2,"hip hop, pop"
Clean Bandit,Solo (feat. Demi Lovato),222653,FALSE,2018,71,11,"pop, Dance/Electronic"
Drake,Nonstop,238614,TRUE,2018,77,7,"hip hop, pop, R&B"
6ix9ine,FEFE,179404,TRUE,2018,42,1,hip hop
The Weeknd,Call Out My Name,228373,FALSE,2018,80,1,"pop, R&B"
Nio Garcia,Te Boté - Remix,417920,TRUE,2018,76,11,latin
Migos,MotorSport,303076,TRUE,2018,72,2,"hip hop, pop"
Nicky Jam,X,172854,FALSE,2019,74,9,latin
XXXTENTACION,SAD!,166605,TRUE,2018,82,8,hip hop
Becky G,Sin Pijama,188560,FALSE,2018,69,11,"pop, latin"
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804,FALSE,2017,71,3,"hip hop, pop"
6ix9ine,GUMMO,157643,TRUE,2018,63,2,hip hop
Jax Jones,Breathe,207629,FALSE,2017,58,11,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Sick Boy,193200,FALSE,2018,69,11,"pop, Dance/Electronic"
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",229670,TRUE,2018,71,1,"hip hop, pop"
Rich The Kid,Plug Walk,175229,TRUE,2018,72,11,"hip hop, pop"
Kendrick Lamar,All The Stars (with SZA),232186,TRUE,2018,80,8,hip hop
Logic,Everyday,204746,TRUE,2018,69,1,"hip hop, pop"
Jason Derulo,Tip Toe (feat. French Montana),187521,FALSE,2017,64,10,"hip hop, pop"
Ariana Grande,God is a woman,197546,TRUE,2018,78,1,pop
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,332300,TRUE,2018,66,1,"hip hop, pop"
EO,German,170825,FALSE,2018,67,8,set()
Dennis Lloyd,Nevermind,156600,FALSE,2017,74,5,pop
girl in red,we fell in love in october,184153,FALSE,2018,82,7,"pop, rock, Dance/Electronic"
Selena Gomez,Wolves,197993,FALSE,2017,78,11,pop
Tiësto,Jackie Chan,215759,TRUE,2018,72,3,"pop, Dance/Electronic"
Tom Walker,Leave a Light On,185863,FALSE,2017,70,5,"rock, pop"
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,FALSE,2018,65,1,"pop, latin"
Marshmello,Silence,180822,FALSE,2017,80,4,"pop, Dance/Electronic"
5 Seconds of Summer,Youngblood,203417,FALSE,2018,69,7,pop
Loud Luxury,Body (feat. brando),163216,FALSE,2017,0,1,"pop, Dance/Electronic"
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),245453,FALSE,2018,62,2,pop
NF,Let You Down,212120,FALSE,2017,79,5,"hip hop, pop"
XXXTENTACION,changes,121886,FALSE,2018,79,11,hip hop
Maluma,Corazón (feat. Nego do Borel),184720,FALSE,2018,69,9,latin
Cardi B,Bodak Yellow,223712,TRUE,2018,72,11,"hip hop, pop"
Lil Baby,Yes Indeed,142273,TRUE,2018,79,5,hip hop
Jonas Blue,Rise,194407,FALSE,2018,70,1,"pop, Dance/Electronic"
David Guetta,Flames,194680,FALSE,2018,59,5,"hip hop, pop, Dance/Electronic"
Ozuna,Vaina Loca,176133,FALSE,2018,72,6,latin
Charlie Puth,How Long,200853,FALSE,2018,72,1,pop
Post Malone,Better Now,231266,TRUE,2018,80,10,hip hop
BlocBoy JB,Look Alive (feat. Drake),181263,TRUE,2018,73,10,"hip hop, pop"
Eminem,River (feat. Ed Sheeran),221013,TRUE,2017,72,8,hip hop
Marshmello,Happier,214289,FALSE,2018,82,5,"pop, Dance/Electronic"
Dean Lewis,Be Alright,196373,TRUE,2018,79,11,pop
Charlie Puth,Done for Me (feat. Kehlani),180493,FALSE,2018,67,6,pop
Migos,Stir Fry,190288,TRUE,2018,72,2,"hip hop, pop"
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237240,TRUE,2018,68,1,"hip hop, pop"
Drake,In My Feelings,217925,TRUE,2018,75,1,"hip hop, pop, R&B"
B Young,Jumanji,173153,FALSE,2018,60,10,"hip hop, Dance/Electronic"
Charlie Puth,The Way I Am,186080,FALSE,2018,64,10,pop
Reik,Me Niego (feat. Ozuna & Wisin),221653,FALSE,2018,1,0,"pop, latin"
benny blanco,Eastside (with Halsey & Khalid),173799,FALSE,2018,75,6,"hip hop, pop"
Luis Fonsi,Échame La Culpa,173720,FALSE,2017,62,0,"pop, latin"
MK,17,196489,FALSE,2017,65,0,"pop, Dance/Electronic"
Rita Ora,Anywhere,215064,FALSE,2017,63,11,"hip hop, pop, Dance/Electronic"
Banx & Ranx,Answerphone (feat. Yxng Bane),190920,FALSE,2018,56,1,Dance/Electronic
Ella Mai,Trip,213993,FALSE,2018,72,11,"hip hop, pop, R&B"
Daddy Yankee,Dura,200480,FALSE,2018,71,1,latin
DJ Khaled,No Brainer,260000,TRUE,2018,67,0,"hip hop, pop"
Anne-Marie,2002,186986,FALSE,2018,80,1,"pop, Dance/Electronic"
Bruno Mars,Finesse - Remix; feat. Cardi B,217288,FALSE,2017,74,5,pop
FINNEAS,Let's Fall in Love for the Night,190348,TRUE,2018,71,5,"rock, pop, Dance/Electronic"
Hugh Jackman,The Greatest Show,302146,FALSE,2017,72,11,easy listening
Halsey,Bad At Love,181279,FALSE,2017,72,0,"pop, Dance/Electronic"
Drake,I'm Upset,214466,TRUE,2018,68,11,"hip hop, pop, R&B"
Camila Cabello,Never Be the Same,226973,FALSE,2018,74,0,pop
M.O,Bad Vibe,214253,FALSE,2018,54,10,"pop, Dance/Electronic"
Dua Lipa,IDGAF,217946,TRUE,2017,78,7,pop
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),186231,FALSE,2018,56,1,"pop, rock"
Bazzi,Mine,131064,TRUE,2018,75,4,"pop, Dance/Electronic"
Lil Dicky,Freaky Friday (feat. Chris Brown),216631,TRUE,2018,70,8,"hip hop, pop"
Lauv,I Like Me Better,197436,FALSE,2018,81,9,"pop, Dance/Electronic"
The Chainsmokers,This Feeling,197946,FALSE,2018,73,1,"pop, Dance/Electronic"
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,235545,TRUE,2018,73,0,pop
Khalid,Love Lies (with Normani),201707,FALSE,2018,73,6,"pop, R&B"
Drake,Nice For What,210746,TRUE,2018,77,8,"hip hop, pop, R&B"
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,TRUE,2017,80,10,hip hop
Post Malone,Psycho (feat. Ty Dolla $ign),221440,TRUE,2018,77,8,hip hop
Lil Nas X,Old Town Road - Remix,157066,FALSE,2019,79,6,"hip hop, pop"
Billie Eilish,bad guy,194087,FALSE,2019,83,7,"pop, Dance/Electronic"
Shawn Mendes,Señorita,190799,FALSE,2019,78,9,pop
Ariana Grande,7 rings,178626,TRUE,2019,83,1,pop
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157560,FALSE,2019,79,2,hip hop
Gesaffelstein,Lost in the Fire (feat. The Weeknd),202093,TRUE,2019,84,2,Dance/Electronic
Halsey,Without Me,201660,TRUE,2018,77,6,"pop, Dance/Electronic"
Regard,Ride It,157605,FALSE,2019,81,7,"pop, Dance/Electronic"
Lady Gaga,Shallow,215733,FALSE,2018,82,7,pop
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),217466,FALSE,2018,79,7,pop
Lewis Capaldi,Someone You Loved,182160,FALSE,2019,84,1,pop
Jax Jones,All Day And Night,169303,FALSE,2019,60,1,"hip hop, pop, Dance/Electronic"
Mustard,Pure Water (with Migos),192470,TRUE,2019,75,0,"hip hop, pop"
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],176631,TRUE,2019,0,2,hip hop
Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,TRUE,2018,77,8,hip hop
Daddy Yankee,Con Calma,193226,FALSE,2019,79,8,latin
Alec Benjamin,Let Me Down Slowly,169353,FALSE,2018,82,1,"rock, pop, Dance/Electronic"
BLACKPINK,Kill This Love,189052,FALSE,2019,1,2,pop
Offset,Clout (feat. Cardi B),205803,TRUE,2019,68,1,"hip hop, pop"
MEDUZA,Piece Of Your Heart,152913,FALSE,2019,75,10,"pop, Dance/Electronic"
Ed Sheeran,Antisocial (with Travis Scott),161746,FALSE,2019,63,5,pop
Travis Scott,SICKO MODE,312820,TRUE,2018,81,8,"hip hop, Dance/Electronic"
Mabel,Mad Love,169813,FALSE,2019,0,0,"pop, Dance/Electronic"
Lana Del Rey,Doin' Time,202192,TRUE,2019,80,7,pop
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,TRUE,2019,70,8,"hip hop, pop, Dance/Electronic"
A Boogie Wit da Hoodie,Look Back at It,179449,TRUE,2018,73,3,hip hop
Saweetie,My Type,126446,TRUE,2019,71,2,"hip hop, pop, R&B"
Lil Tecca,Ransom,131240,TRUE,2019,78,7,hip hop
Russ Millions,Keisha & Becky - Remix,252906,TRUE,2019,69,6,pop
Billie Eilish,lovely (with Khalid),200185,FALSE,2018,86,4,"pop, Dance/Electronic"
Mabel,Don't Call Me Up,178480,FALSE,2019,77,9,"pop, Dance/Electronic"
Lil Nas X,Old Town Road,113000,FALSE,2019,76,1,"hip hop, pop"
Meek Mill,Going Bad (feat. Drake),180522,TRUE,2018,78,4,"hip hop, pop"
Post Malone,Wow.,149546,TRUE,2019,79,11,hip hop
Doja Cat,Juicy,202333,TRUE,2019,57,0,pop
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),189486,TRUE,2018,75,9,hip hop
iann dior,emotions,131213,FALSE,2019,72,9,"hip hop, pop"
Paulo Londra,Adan y Eva,256971,FALSE,2019,72,1,"hip hop, latin, Dance/Electronic"
Drake,Money In The Grave (Drake ft. Rick Ross),205426,TRUE,2019,76,10,"hip hop, pop, R&B"
Lil Nas X,Panini,114893,FALSE,2019,71,5,"hip hop, pop"
Bad Bunny,MIA (feat. Drake),210367,FALSE,2018,77,6,latin
Polo G,Pop Out (feat. Lil Tjay),166560,TRUE,2019,78,1,hip hop
Juice WRLD,Robbery,240050,TRUE,2019,53,2,hip hop
21 Savage,a lot,288624,TRUE,2018,78,1,hip hop
Young Thug,The London (feat. J. Cole & Travis Scott),200106,TRUE,2019,69,4,"hip hop, pop"
Anuel AA,China,301714,FALSE,2019,76,7,latin
Camila Cabello,Liar,207038,FALSE,2019,65,11,pop
Flipp Dinero,Leave Me Alone,195637,TRUE,2019,69,7,"hip hop, pop"
Cardi B,Money,183527,TRUE,2018,73,8,"hip hop, pop"
Ariana Grande,"break up with your girlfriend, i'm bored",190440,TRUE,2019,76,5,pop
Dave,Location (feat. Burna Boy),241293,TRUE,2019,78,9,hip hop
Ava Max,Sweet but Psycho,187436,FALSE,2018,7,1,pop
Dua Lipa,Don't Start Now,183290,FALSE,2019,79,11,pop
Young T & Bugsey,Strike a Pose (feat. Aitch),214203,TRUE,2019,61,1,hip hop
Calvin Harris,Giant (with Rag'n'Bone Man),229184,FALSE,2019,73,1,"hip hop, pop, Dance/Electronic"
Ed Sheeran,Take Me Back to London (feat. Stormzy),189733,TRUE,2019,66,8,pop
Cardi B,Please Me,200889,TRUE,2019,73,1,"hip hop, pop"
Stormzy,Vossi Bop,196266,TRUE,2019,64,8,"hip hop, Dance/Electronic"
Tones And I,Dance Monkey,209438,FALSE,2019,78,6,pop
Ariana Grande,boyfriend (with Social House),186106,TRUE,2019,77,10,pop
Bad Bunny,Callaita,250533,TRUE,2019,81,2,latin
Ava Max,So Am I,183026,FALSE,2019,4,6,pop
Pedro Capó,Calma - Remix,238200,FALSE,2018,74,11,"pop, latin"
J. Cole,MIDDLE CHILD,213593,TRUE,2019,80,8,hip hop
Lunay,Soltera - Remix,266086,FALSE,2019,70,5,"pop, latin"
Khalid,Better,229412,FALSE,2018,70,0,"pop, R&B"
Blueface,Thotiana,129264,TRUE,2018,1,10,hip hop
DaBaby,Suge,163320,TRUE,2019,72,2,hip hop
AJ Tracey,Ladbroke Grove,190537,FALSE,2019,69,11,"hip hop, Dance/Electronic"
Billie Eilish,bury a friend,193143,FALSE,2019,75,8,"pop, Dance/Electronic"
BTS,Boy With Luv (feat. Halsey),229773,FALSE,2019,35,11,pop
Wiley,Boasty (feat. Idris Elba),177185,TRUE,2019,64,2,"hip hop, Dance/Electronic"
Jonas Brothers,Only Human,183000,FALSE,2019,71,0,pop
5 Seconds of Summer,Easier,157492,FALSE,2019,1,5,pop
Avicii,SOS (feat. Aloe Blacc),157202,FALSE,2019,71,5,"pop, Dance/Electronic"
"Tyler, The Creator",EARFQUAKE,190066,TRUE,2019,80,9,hip hop
Ashley O,On A Roll,154447,FALSE,2019,57,5,set()
Dominic Fike,3 Nights,177666,FALSE,2018,78,7,"rock, pop"
Sigala,Wish You Well,205653,FALSE,2019,64,5,"pop, Dance/Electronic"
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),199427,TRUE,2019,69,0,"hip hop, pop, R&B"
Anuel AA,Secreto,258800,FALSE,2019,75,11,latin
Sam Feldt,Post Malone (feat. RANI),174444,FALSE,2019,69,7,"pop, Dance/Electronic"
Kehlani,Nights Like This (feat. Ty Dolla $ign),201787,TRUE,2019,74,8,"hip hop, pop, R&B"
Sech,Otro Trago,225933,TRUE,2019,71,0,latin
Post Malone,Better Now,231266,TRUE,2018,80,10,hip hop
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),206186,TRUE,2019,64,4,pop
Lauv,i'm so tired...,162582,FALSE,2019,2,11,"pop, Dance/Electronic"
iann dior,gone girl,136568,TRUE,2019,69,11,"hip hop, pop"
Panic! At The Disco,High Hopes,190946,FALSE,2018,80,5,rock
Marshmello,One Thing Right,181823,FALSE,2019,73,4,"pop, Dance/Electronic"
Sam Smith,How Do You Sleep?,202204,FALSE,2019,73,1,pop
NSG,Options,240081,TRUE,2020,57,1,"World/Traditional, hip hop"
Normani,Motivation,193837,FALSE,2019,71,4,"pop, R&B"
Joel Corry,Sorry,188640,FALSE,2019,63,8,"pop, Dance/Electronic"
Post Malone,Goodbyes (Feat. Young Thug),174960,TRUE,2019,1,5,hip hop
Jonas Brothers,Sucker,181026,FALSE,2019,79,1,pop
Taylor Swift,Cruel Summer,178426,FALSE,2019,78,9,pop
Blanco Brown,The Git Up,200593,FALSE,2019,69,9,"hip hop, country"
Sam Smith,Dancing With A Stranger (with Normani),171029,FALSE,2019,75,8,pop
Post Malone,Circles,215280,FALSE,2019,85,0,hip hop
